CustID,AccountID,Balance,Interest,Type
1007714,12818,1108.56,5,Saving Account
1007717,14654,875.41,1,Saving Account
1007718,2312,1587.89,3,Saving Account
1007718,4331,1587.89,3,Saving Account
1007719,9402,1150.74,1,Saving Account
1007720,16482,2626.23,5,Saving Account
1007723,23440,0,6,Saving Account
1007725,2380,1388.05,5,Saving Account
1007729,1918,1150.74,6,Saving Account
1007730,14628,1300.62,1,Saving Account
1007731,4495,867.08,6,Saving Account
1007731,10406,867.08,5,Saving Account
1007731,18358,867.08,1,Saving Account
1007732,13342,1662.83,5,Saving Account
1007735,9125,1388.05,5,Saving Account
1007736,8739,3100.85,5,Saving Account
1007737,16299,1388.05,6,Saving Account
1007739,10223,2901.01,2,Saving Account
1007742,15475,1250.66,6,Saving Account
1007743,5398,1550.42,7,Saving Account
1007748,3280,1200.7,2,Saving Account
1007752,24372,1163.23,2,Saving Account
1007756,726,2726.15,7,Saving Account
1007760,18288,1438.01,6,Saving Account
1007763,726,2376.43,7,Saving Account
1007765,4702,1425.52,5,Saving Account
1007766,15213,2876.03,6,Saving Account
1007771,288,3100.85,2,Saving Account
1007774,587,2701.17,1,Saving Account
1007775,24162,0,2,Saving Account
1007778,17562,1288.13,2,Saving Account
1007779,23333,1125.76,5,Saving Account
1007783,13816,3150.81,6,Saving Account
1007785,16613,1737.78,5,Saving Account
1007786,831,1313.11,4,Saving Account
1007787,20824,687.78,4,Saving Account
1007787,21605,687.78,1,Saving Account
1007791,8838,1050.27,4,Saving Account
1007792,7455,2826.07,2,Saving Account
1007800,8775,792.14,7,Saving Account
1007803,12353,2925.99,5,Saving Account
1007805,2340,781.46,3,Saving Account
1007805,18356,781.46,2,Saving Account
1007807,15613,1512.95,3,Saving Account
1007809,10332,1438.01,3,Saving Account
1007810,19716,2726.15,5,Saving Account
1007812,15780,1350.58,5,Saving Account
1007814,11571,862.64,4,Saving Account
1007814,22193,862.64,3,Saving Account
1007816,3279,1512.95,3,Saving Account
1007818,23269,2950.97,3,Saving Account
1007823,2341,925.37,4,Saving Account
1007825,3189,2950.97,5,Saving Account
1007834,10315,1400.54,3,Saving Account
1007835,8099,925.37,5,Saving Account
1007838,19053,850.43,5,Saving Account
1007839,3189,3125.83,5,Saving Account
1007840,24241,0,5,Saving Account
1007845,18216,3300.69,1,Saving Account
1007849,23162,3000.93,7,Saving Account
1007856,22903,0,4,Saving Account
1007857,13202,775.21,7,Saving Account
1007857,13202,775.21,7,Saving Account
1007859,11189,0,4,Saving Account
1007868,3830,850.43,6,Saving Account
1007869,2884,2701.17,2,Saving Account
1007876,23147,3375.63,7,Saving Account
1007877,19940,1438.01,1,Saving Account
1007882,13304,3500.53,4,Saving Account
1007885,2531,1263.15,6,Saving Account
1007887,13304,3700.37,4,Saving Account
1007889,16346,0,7,Saving Account
1007896,5005,2676.19,2,Saving Account
1007898,18573,731.5,2,Saving Account
1007898,18573,731.5,2,Saving Account
1007900,10354,3275.71,5,Saving Account
1007905,13887,1200.7,7,Saving Account
1007907,12713,3000.93,1,Saving Account
1007912,6270,1462.99,5,Saving Account
1007912,6270,1462.99,5,Saving Account
1007916,8230,1650.34,5,Saving Account
1007918,12713,2376.43,1,Saving Account
1007919,15838,1388.05,1,Saving Account
1007920,2532,1413.03,2,Saving Account
1007921,21922,3000.93,2,Saving Account
1007925,21922,3500.53,2,Saving Account
1007931,16172,1313.11,3,Saving Account
1007932,10940,1413.03,2,Saving Account
1007934,14069,2476.35,3,Saving Account
1007938,2333,842.1,2,Saving Account
1007942,17141,1987.58,2,Saving Account
1007943,21710,3700.37,5,Saving Account
1007946,5868,1575.4,2,Saving Account
1007947,1499,1100.23,3,Saving Account
1007948,9564,1625.36,6,Saving Account
1007949,5047,3325.67,6,Saving Account
1007950,17440,1113.27,7,Saving Account
1007951,4929,1600.38,2,Saving Account
1007953,9741,1575.4,6,Saving Account
1007957,5829,1375.56,2,Saving Account
1007958,6901,2701.17,4,Saving Account
1007962,14864,2701.17,4,Saving Account
1007963,12466,1175.72,2,Saving Account
1007964,26,1475.48,1,Saving Account
1007968,12510,1100.23,4,Saving Account
1007969,2433,1288.13,7,Saving Account
1007970,18681,1375.56,7,Saving Account
1007971,7248,1850.19,4,Saving Account
1007979,24020,1575.4,7,Saving Account
1007985,15671,2726.15,1,Saving Account
1007986,22089,2426.39,2,Saving Account
1007990,5779,3025.91,4,Saving Account
1007995,1826,1675.32,5,Saving Account
1007996,14563,856.4,3,Saving Account
1007996,14563,856.4,3,Saving Account
1007999,1247,1475.48,3,Saving Account
1008000,6682,1163.23,7,Saving Account
1008009,5112,2601.25,6,Saving Account
1008010,4755,3400.61,6,Saving Account
1008017,1845,800.47,7,Saving Account
1008019,4762,3550.49,7,Saving Account
1008023,20569,2401.41,5,Saving Account
1008024,19770,1562.91,4,Saving Account
1008026,22401,3475.55,1,Saving Account
1008028,19644,775.21,2,Saving Account
1008028,19644,775.21,2,Saving Account
1008029,4634,719.01,6,Saving Account
1008029,4634,719.01,6,Saving Account
1008033,7999,1091.9,2,Saving Account
1008034,15081,1413.03,3,Saving Account
1008036,5928,1650.34,4,Saving Account
1008042,21594,3350.65,4,Saving Account
1008044,12774,1325.6,3,Saving Account
1008046,14474,3250.73,1,Saving Account
1008047,24200,1575.4,1,Saving Account
1008048,20368,2401.41,5,Saving Account
1008051,21442,1438.01,4,Saving Account
1008058,4953,1637.85,5,Saving Account
1008063,5881,656.56,6,Saving Account
1008063,5881,656.56,6,Saving Account
1008064,21782,3300.69,4,Saving Account
1008065,6659,1762.76,1,Saving Account
1008065,23262,1762.76,3,Saving Account
1008066,13777,1462.99,6,Saving Account
1008068,6150,2526.31,3,Saving Account
1008074,10850,1425.52,7,Saving Account
1008075,20495,1650.34,4,Saving Account
1008076,8791,656.56,6,Saving Account
1008076,14916,656.56,6,Saving Account
1008078,713,1712.8,7,Saving Account
1008079,6685,2826.07,6,Saving Account
1008080,3666,1213.19,4,Saving Account
1008083,18618,2925.99,4,Saving Account
1008087,6885,967,3,Saving Account
1008088,7752,1712.8,2,Saving Account
1008091,6029,2776.11,2,Saving Account
1008093,16983,1083.58,1,Saving Account
1008100,19843,2226.54,4,Saving Account
1008105,19343,2426.39,7,Saving Account
1008107,15921,967,4,Saving Account
1008108,21227,3675.39,2,Saving Account
1008109,2934,1058.6,1,Saving Account
1008112,23628,2576.27,1,Saving Account
1008116,9694,2526.31,1,Saving Account
1008117,2140,1025.29,2,Saving Account
1008122,19537,3300.69,3,Saving Account
1008123,7969,3325.67,1,Saving Account
1008125,18567,1675.32,2,Saving Account
1008127,5332,1650.34,5,Saving Account
1008128,412,3250.73,6,Saving Account
1008130,12097,1150.74,3,Saving Account
1008131,4620,1750.27,6,Saving Account
1008134,4728,1575.4,5,Saving Account
1008136,2710,1413.03,1,Saving Account
1008139,23554,2626.23,7,Saving Account
1008142,16165,3325.67,1,Saving Account
1008146,10401,1800.23,2,Saving Account
1008149,12090,3550.49,1,Saving Account
1008152,12023,3475.55,5,Saving Account
1008153,13696,2301.48,1,Saving Account
1008154,16585,867.08,2,Saving Account
1008158,5641,1675.32,1,Saving Account
1008158,6010,1675.32,7,Saving Account
1008160,18518,1612.87,2,Saving Account
1008162,5051,3450.57,5,Saving Account
1008163,17832,1650.34,2,Saving Account
1008165,4574,1083.58,7,Saving Account
1008165,15406,1083.58,7,Saving Account
1008173,23727,3175.79,4,Saving Account
1008174,13979,1400.54,3,Saving Account
1008175,23727,3125.83,4,Saving Account
1008182,22578,3550.49,2,Saving Account
1008189,20658,1191.82,6,Saving Account
1008189,20709,1191.82,5,Saving Account
1008189,21271,1191.82,6,Saving Account
1008191,22578,3275.71,2,Saving Account
1008198,14061,2751.13,1,Saving Account
1008199,15272,1275.64,2,Saving Account
1008201,6612,1700.31,6,Saving Account
1008201,23766,1700.31,2,Saving Account
1008205,14058,3000.93,7,Saving Account
1008209,15275,3275.71,1,Saving Account
1008210,6690,1737.78,4,Saving Account
1008211,12681,1487.97,5,Saving Account
1008211,12681,1487.97,5,Saving Account
1008216,8110,3650.41,1,Saving Account
1008218,2848,1400.54,7,Saving Account
1008220,23741,2601.25,6,Saving Account
1008225,18294,2050.03,6,Saving Account
1008230,8181,1100.23,4,Saving Account
1008231,12945,850.43,4,Saving Account
1008232,20364,1650.34,7,Saving Account
1008234,17246,1650.34,2,Saving Account
1008235,11756,3350.65,5,Saving Account
1008240,4706,2351.45,2,Saving Account
1008243,12488,1175.72,1,Saving Account
1008244,3099,1438.01,4,Saving Account
1008246,16885,1200.7,7,Saving Account
1008247,4706,3275.71,2,Saving Account
1008249,11416,3500.53,7,Saving Account
1008251,19706,2701.17,3,Saving Account
1008256,16628,3175.79,5,Saving Account
1008257,2123,1400.54,1,Saving Account
1008257,12209,1400.54,4,Saving Account
1008259,8335,3075.87,2,Saving Account
1008261,4468,1475.48,3,Saving Account
1008261,14163,1475.48,7,Saving Account
1008262,21951,612.84,1,Saving Account
1008262,21951,612.84,1,Saving Account
1008264,7071,1737.78,4,Saving Account
1008265,1763,1200.15,4,Saving Account
1008265,11459,1200.15,2,Saving Account
1008265,15587,1200.15,7,Saving Account
1008266,8048,1700.31,7,Saving Account
1008269,10928,1637.85,3,Saving Account
1008271,17542,3375.63,7,Saving Account
1008273,11892,967,6,Saving Account
1008278,18789,1388.05,5,Saving Account
1008282,253,2701.17,3,Saving Account
1008284,187,1462.99,5,Saving Account
1008285,20925,1263.15,6,Saving Account
1008288,13332,3425.59,7,Saving Account
1008290,9994,1525.44,5,Saving Account
1008291,832,1313.11,1,Saving Account
1008292,23255,2776.11,4,Saving Account
1008293,19804,1438.01,3,Saving Account
1008295,4732,2950.97,4,Saving Account
1008297,14206,0,1,Saving Account
1008299,21417,650.31,5,Saving Account
1008299,21417,650.31,5,Saving Account
1008301,567,1750.27,5,Saving Account
1008301,4028,1750.27,7,Saving Account
1008303,10410,3000.93,7,Saving Account
1008307,200,0,3,Saving Account
1008307,200,0,3,Saving Account
1008308,14032,2950.97,3,Saving Account
1008312,8769,3050.89,1,Saving Account
1008315,11626,1066.92,7,Saving Account
1008316,17701,1662.83,7,Saving Account
1008317,19756,842.1,3,Saving Account
1008322,18336,0,2,Saving Account
1008323,6313,3175.79,4,Saving Account
1008324,5255,1213.19,7,Saving Account
1008337,305,1662.83,5,Saving Account
1008339,23183,3025.91,3,Saving Account
1008342,9493,991.98,7,Saving Account
1008349,4330,1775.25,3,Saving Account
1008353,3703,3350.65,1,Saving Account
1008355,19088,3250.73,7,Saving Account
1008356,8723,1512.95,7,Saving Account
1008357,5633,2451.37,2,Saving Account
1008358,12829,3325.67,7,Saving Account
1008365,12458,900.39,6,Saving Account
1008367,1846,950.35,5,Saving Account
1008373,15639,2626.23,4,Saving Account
1008374,15895,2326.46,4,Saving Account
1008375,11760,875.13,5,Saving Account
1008375,12698,875.13,5,Saving Account
1008376,22442,3400.61,3,Saving Account
1008381,8409,0,6,Saving Account
1008383,17967,2876.03,6,Saving Account
1008385,11871,3100.85,1,Saving Account
1008386,19535,1600.38,4,Saving Account
1008388,11871,3025.91,1,Saving Account
1008389,5254,1650.34,4,Saving Account
1008392,20018,1712.8,5,Saving Account
1008394,6784,2601.25,7,Saving Account
1008395,8349,3025.91,6,Saving Account
1008397,17177,1712.8,2,Saving Account
1008403,12810,3450.57,3,Saving Account
1008411,20853,1400.54,2,Saving Account
1008413,20010,1675.32,4,Saving Account
1008416,22330,2601.25,5,Saving Account
1008418,16626,619.09,5,Saving Account
1008418,16626,619.09,5,Saving Account
1008421,13724,1625.36,2,Saving Account
1008422,11971,1133.54,7,Saving Account
1008423,22330,0,5,Saving Account
1008424,13896,3200.77,1,Saving Account
1008427,22479,0,6,Saving Account
1008428,4008,3450.57,2,Saving Account
1008430,2501,1388.05,3,Saving Account
1008431,3406,817.12,6,Saving Account
1008434,10660,1650.34,4,Saving Account
1008436,13698,1250.11,2,Saving Account
1008439,11180,3050.89,2,Saving Account
1008445,21913,900.39,6,Saving Account
1008447,7664,2726.15,4,Saving Account
1008449,14528,3275.71,5,Saving Account
1008452,19029,3600.45,2,Saving Account
1008457,20028,3325.67,7,Saving Account
1008460,13309,3450.57,4,Saving Account
1008461,15901,1500.46,3,Saving Account
1008462,7701,0,6,Saving Account
1008464,15971,1350.58,3,Saving Account
1008465,23893,3350.65,5,Saving Account
1008467,2258,1562.91,7,Saving Account
1008468,8177,3400.61,5,Saving Account
1008471,22829,1575.4,4,Saving Account
1008473,2097,1188.21,7,Saving Account
1008474,23202,2801.09,2,Saving Account
1008478,12025,1288.13,3,Saving Account
1008483,2253,2676.19,5,Saving Account
1008487,13250,1500.46,6,Saving Account
1008487,13250,1500.46,6,Saving Account
1008488,6035,3125.83,5,Saving Account
1008489,20230,2876.03,4,Saving Account
1008495,16898,2826.07,4,Saving Account
1008496,22256,2876.03,7,Saving Account
1008499,8259,1350.58,1,Saving Account
1008500,15114,1762.76,4,Saving Account
1008503,3774,3050.89,4,Saving Account
1008504,15977,2901.01,7,Saving Account
1008505,3774,2551.29,4,Saving Account
1008507,4616,1100.23,3,Saving Account
1008507,5981,1100.23,1,Saving Account
1008511,20474,1050.27,6,Saving Account
1008515,22564,1825.21,7,Saving Account
1008515,22564,1825.21,7,Saving Account
1008516,6016,2501.33,4,Saving Account
1008525,20366,1587.89,3,Saving Account
1008526,23170,2301.48,5,Saving Account
1008527,14772,2876.03,5,Saving Account
1008529,2859,1650.34,7,Saving Account
1008531,4432,3450.57,6,Saving Account
1008533,3218,967,4,Saving Account
1008534,22875,1091.9,2,Saving Account
1008536,12947,3025.91,3,Saving Account
1008540,13220,1625.36,2,Saving Account
1008542,15718,1687.81,4,Saving Account
1008543,13465,2801.09,6,Saving Account
1008544,14007,3375.63,6,Saving Account
1008548,10760,1650.34,5,Saving Account
1008550,14195,2950.97,2,Saving Account
1008553,23772,756.48,3,Saving Account
1008553,23772,756.48,3,Saving Account
1008554,6975,2975.95,4,Saving Account
1008556,3661,2576.27,2,Saving Account
1008557,9204,3000.93,5,Saving Account
1008563,6867,3300.69,7,Saving Account
1008565,14062,2726.15,6,Saving Account
1008566,7688,1650.34,6,Saving Account
1008566,7688,1650.34,6,Saving Account
1008567,2489,2726.15,5,Saving Account
1008570,3993,3425.59,2,Saving Account
1008572,1439,3250.73,6,Saving Account
1008574,11656,1637.85,4,Saving Account
1008576,23213,1083.58,5,Saving Account
1008584,20213,1500.46,2,Saving Account
1008585,10661,1512.95,2,Saving Account
1008592,11997,3700.37,1,Saving Account
1008595,7860,1183.5,4,Saving Account
1008599,1066,1575.4,4,Saving Account
1008600,14569,3475.55,6,Saving Account
1008606,1876,3300.69,7,Saving Account
1008610,4333,2326.46,7,Saving Account
1008611,13263,3425.59,4,Saving Account
1008614,9582,662.8,5,Saving Account
1008614,24207,662.8,6,Saving Account
1008616,18543,3325.67,3,Saving Account
1008617,12984,1388.05,4,Saving Account
1008621,6214,0,2,Saving Account
1008621,24295,0,4,Saving Account
1008622,20665,3325.67,6,Saving Account
1008626,21641,1500.46,5,Saving Account
1008629,1959,1500.46,5,Saving Account
1008637,7618,858.76,6,Saving Account
1008639,3655,3475.55,2,Saving Account
1008641,17159,2701.17,5,Saving Account
1008642,17381,3025.91,4,Saving Account
1008644,545,3175.79,6,Saving Account
1008648,7444,2351.45,3,Saving Account
1008650,20443,3400.61,4,Saving Account
1008653,16937,1637.85,3,Saving Account
1008656,13477,1425.52,5,Saving Account
1008657,5936,3075.87,6,Saving Account
1008659,1617,650.31,1,Saving Account
1008659,1617,650.31,1,Saving Account
1008660,11655,0,3,Saving Account
1008662,5936,2676.19,6,Saving Account
1008663,5780,1375.56,2,Saving Account
1008670,4286,1450.5,5,Saving Account
1008672,6946,1313.11,3,Saving Account
1008678,23368,1775.25,5,Saving Account
1008681,1704,3325.67,4,Saving Account
1008683,415,2801.09,1,Saving Account
1008686,3573,3100.85,3,Saving Account
1008687,15012,1487.97,7,Saving Account
1008687,23121,1487.97,1,Saving Account
1008689,19361,2651.21,3,Saving Account
1008691,17418,917.04,1,Saving Account
1008693,3737,1425.52,1,Saving Account
1008695,24123,3125.83,2,Saving Account
1008696,6425,0,5,Saving Account
1008701,1753,2975.95,3,Saving Account
1008705,18148,3725.35,1,Saving Account
1008707,4045,1350.58,6,Saving Account
1008715,7971,3375.63,1,Saving Account
1008716,11668,1562.91,3,Saving Account
1008721,320,1650.34,2,Saving Account
1008721,7169,1650.34,5,Saving Account
1008724,3292,1438.01,5,Saving Account
1008724,11888,1438.01,7,Saving Account
1008726,12581,725.25,2,Saving Account
1008726,23029,725.25,4,Saving Account
1008727,2481,1625.36,6,Saving Account
1008728,17844,3475.55,5,Saving Account
1008735,1158,1191.82,3,Saving Account
1008737,6870,750.23,4,Saving Account
1008737,12122,750.23,3,Saving Account
1008742,10608,2651.21,7,Saving Account
1008743,11336,1537.93,1,Saving Account
1008746,23969,1213.19,5,Saving Account
1008748,6642,3100.85,2,Saving Account
1008755,2792,1350.58,7,Saving Account
1008766,7524,1600.38,5,Saving Account
1008767,9147,1787.74,1,Saving Account
1008769,10931,0,5,Saving Account
1008770,2012,975.33,1,Saving Account
1008771,10352,1812.72,1,Saving Account
1008772,5425,2476.35,1,Saving Account
1008774,13580,1737.78,1,Saving Account
1008778,822,3875.23,3,Saving Account
1008782,8120,1263.15,7,Saving Account
1008783,10435,3025.91,7,Saving Account
1008784,20878,1500.46,2,Saving Account
1008785,18020,1512.95,7,Saving Account
1008788,2181,1687.81,7,Saving Account
1008789,1708,867.08,7,Saving Account
1008792,22231,3400.61,6,Saving Account
1008794,12085,3175.79,5,Saving Account
1008795,17443,2526.31,3,Saving Account
1008799,5448,3050.89,2,Saving Account
1008800,21149,2726.15,4,Saving Account
1008801,12236,1350.58,1,Saving Account
1008802,15200,725.25,4,Saving Account
1008802,15200,725.25,4,Saving Account
1008804,7512,1600.38,4,Saving Account
1008806,3481,1400.54,1,Saving Account
1008807,4205,1325.6,5,Saving Account
1008807,6666,1325.6,6,Saving Account
1008808,4768,3700.37,7,Saving Account
1008812,13023,1300.62,1,Saving Account
1008813,24083,3375.63,3,Saving Account
1008818,24058,1425.52,5,Saving Account
1008821,23996,3325.67,5,Saving Account
1008824,7147,758.83,1,Saving Account
1008824,9523,758.83,7,Saving Account
1008824,17866,758.83,2,Saving Account
1008826,11055,1800.23,2,Saving Account
1008827,12478,1400.54,7,Saving Account
1008828,21208,1837.7,3,Saving Account
1008829,2664,942.02,4,Saving Account
1008831,9761,833.78,2,Saving Account
1008834,6878,2551.29,7,Saving Account
1008837,16075,1413.03,7,Saving Account
1008840,23493,1600.38,6,Saving Account
1008842,19261,2701.17,3,Saving Account
1008844,10028,1116.88,2,Saving Account
1008845,594,1675.32,4,Saving Account
1008846,19278,1625.36,4,Saving Account
1008848,9965,2301.48,6,Saving Account
1008850,18207,1662.83,1,Saving Account
1008853,801,2426.39,7,Saving Account
1008858,6715,2925.99,7,Saving Account
1008861,16709,2826.07,1,Saving Account
1008864,24036,3575.47,5,Saving Account
1008865,12902,0,6,Saving Account
1008867,18816,1400.54,5,Saving Account
1008867,18816,1400.54,5,Saving Account
1008868,16836,1712.8,7,Saving Account
1008872,15405,737.74,1,Saving Account
1008872,15405,737.74,1,Saving Account
1008877,22726,2526.31,4,Saving Account
1008878,13049,3300.69,3,Saving Account
1008879,7820,1662.83,3,Saving Account
1008879,23788,1662.83,4,Saving Account
1008882,17108,2526.31,2,Saving Account
1008887,19212,2376.43,3,Saving Account
1008893,23514,3250.73,1,Saving Account
1008899,6693,2751.13,4,Saving Account
1008901,19754,983.66,4,Saving Account
1008902,2798,1150.19,1,Saving Account
1008902,9946,1150.19,1,Saving Account
1008902,20178,1150.19,3,Saving Account
1008903,23426,3225.75,5,Saving Account
1008908,19282,1425.52,1,Saving Account
1008910,21126,3625.43,4,Saving Account
1008920,12727,2201.56,3,Saving Account
1008922,290,2701.17,6,Saving Account
1008929,3455,917.04,2,Saving Account
1008929,7611,917.04,1,Saving Account
1008929,20806,917.04,3,Saving Account
1008930,5630,1662.83,5,Saving Account
1008931,7400,1413.03,2,Saving Account
1008936,16244,1650.34,4,Saving Account
1008939,1618,1700.31,5,Saving Account
1008940,569,893.87,1,Saving Account
1008940,569,893.87,1,Saving Account
1008941,4340,2701.17,2,Saving Account
1008944,11445,1550.42,4,Saving Account
1008946,16777,2901.01,7,Saving Account
1008947,7009,1091.9,7,Saving Account
1008950,10303,1687.81,5,Saving Account
1008951,10187,1091.9,5,Saving Account
1008957,3885,1108.56,7,Saving Account
1008960,1376,1537.93,1,Saving Account
1008960,5261,1537.93,4,Saving Account
1008961,8960,1675.32,4,Saving Account
1008962,7869,3275.71,6,Saving Account
1008966,8706,575.37,5,Saving Account
1008966,8706,575.37,5,Saving Account
1008972,19475,3425.59,1,Saving Account
1008973,2937,1625.36,4,Saving Account
1008975,732,1600.38,2,Saving Account
1008979,20467,975.33,5,Saving Account
1008980,16737,2801.09,1,Saving Account
1008982,20638,1100.23,1,Saving Account
1008985,3374,1525.44,5,Saving Account
1008991,5260,1050.27,3,Saving Account
1008994,16048,3425.59,6,Saving Account
1009000,7395,1158.52,5,Saving Account
1009001,19455,1575.4,7,Saving Account
1009001,20185,1575.4,7,Saving Account
1009002,6704,1700.31,5,Saving Account
1009002,20732,1700.31,5,Saving Account
1009003,9142,1325.6,1,Saving Account
1009005,16241,2376.43,5,Saving Account
1009008,15159,2601.25,7,Saving Account
1009011,18003,1650.34,5,Saving Account
1009015,19461,1712.8,1,Saving Account
1009016,16948,1537.93,6,Saving Account
1009017,21479,3475.55,7,Saving Account
1009022,15439,1725.29,1,Saving Account
1009023,9087,1625.36,2,Saving Account
1009026,14736,0,6,Saving Account
1009027,10333,858.76,2,Saving Account
1009028,8926,1116.88,1,Saving Account
1009032,1652,1275.64,1,Saving Account
1009033,23607,1133.54,3,Saving Account
1009035,23153,3500.53,3,Saving Account
1009036,610,1637.85,2,Saving Account
1009038,14549,1725.29,6,Saving Account
1009040,6561,758.83,5,Saving Account
1009042,17142,1562.91,2,Saving Account
1009044,6614,800.19,4,Saving Account
1009044,6614,800.19,4,Saving Account
1009045,1549,3075.87,3,Saving Account
1009049,8344,3275.71,5,Saving Account
1009050,13217,1475.48,1,Saving Account
1009050,15873,1475.48,2,Saving Account
1009051,7847,1675.32,5,Saving Account
1009052,6030,3500.53,6,Saving Account
1009053,21884,2950.97,6,Saving Account
1009054,4941,2851.05,3,Saving Account
1009055,11125,594.11,1,Saving Account
1009055,21688,594.11,1,Saving Account
1009066,15707,1725.29,2,Saving Account
1009066,18176,1725.29,4,Saving Account
1009067,11313,1750.27,2,Saving Account
1009070,13958,812.68,7,Saving Account
1009070,13958,812.68,7,Saving Account
1009071,10925,1100.23,2,Saving Account
1009071,15692,1100.23,7,Saving Account
1009071,20242,1100.23,4,Saving Account
1009075,23848,3625.43,1,Saving Account
1009076,10456,1116.88,2,Saving Account
1009079,17462,1650.34,2,Saving Account
1009081,10820,1275.64,6,Saving Account
1009082,4204,1625.36,7,Saving Account
1009085,23138,1016.96,7,Saving Account
1009086,21057,1462.99,6,Saving Account
1009088,23015,1662.83,3,Saving Account
1009092,8663,1650.34,3,Saving Account
1009094,18303,1100.23,3,Saving Account
1009101,18612,1375.56,5,Saving Account
1009109,2961,3500.53,1,Saving Account
1009110,17929,1500.46,6,Saving Account
1009117,21578,3550.49,1,Saving Account
1009119,636,1750.27,2,Saving Account
1009121,14650,812.68,1,Saving Account
1009121,14650,812.68,1,Saving Account
1009122,19005,1438.01,5,Saving Account
1009122,19005,1438.01,5,Saving Account
1009126,8214,837.66,5,Saving Account
1009128,3197,1762.76,7,Saving Account
1009131,6165,991.98,6,Saving Account
1009132,12922,2876.03,5,Saving Account
1009134,7,3100.85,4,Saving Account
1009135,306,1100.23,3,Saving Account
1009137,3077,2776.11,2,Saving Account
1009138,3726,1325.6,4,Saving Account
1009139,4546,958.68,4,Saving Account
1009143,2020,1525.44,7,Saving Account
1009145,22007,3250.73,6,Saving Account
1009148,22097,3250.73,2,Saving Account
1009149,13470,1487.97,4,Saving Account
1009151,16214,850.15,6,Saving Account
1009151,24285,850.15,3,Saving Account
1009154,10659,3175.79,5,Saving Account
1009155,15219,2950.97,6,Saving Account
1009158,12184,1163.23,7,Saving Account
1009166,15662,2276.5,6,Saving Account
1009168,9535,0,3,Saving Account
1009170,15219,3275.71,6,Saving Account
1009173,1486,1462.99,6,Saving Account
1009174,9022,2950.97,2,Saving Account
1009185,9022,3050.89,2,Saving Account
1009188,21680,3725.35,7,Saving Account
1009189,14419,1100.78,5,Saving Account
1009191,6858,1191.82,7,Saving Account
1009193,18787,1712.8,6,Saving Account
1009194,3581,3100.85,6,Saving Account
1009197,3179,1650.34,7,Saving Account
1009198,21680,3275.71,7,Saving Account
1009203,20203,1113.27,1,Saving Account
1009208,8647,1775.25,7,Saving Account
1009209,1031,893.87,6,Saving Account
1009209,1031,893.87,6,Saving Account
1009210,16770,694.03,1,Saving Account
1009210,16770,694.03,1,Saving Account
1009213,16255,781.46,4,Saving Account
1009213,20848,781.46,5,Saving Account
1009214,8315,792.14,5,Saving Account
1009215,14023,1438.01,7,Saving Account
1009216,815,1450.5,7,Saving Account
1009216,9542,1450.5,2,Saving Account
1009218,10612,1512.95,2,Saving Account
1009219,8223,1612.87,6,Saving Account
1009221,10708,0,1,Saving Account
1009222,20431,3175.79,2,Saving Account
1009223,3403,1363.07,1,Saving Account
1009228,6600,0,2,Saving Account
1009231,10383,2851.05,7,Saving Account
1009234,7667,3525.51,6,Saving Account
1009236,13709,2326.46,4,Saving Account
1009237,6210,1550.42,5,Saving Account
1009247,4448,2601.25,3,Saving Account
1009249,3253,2351.45,6,Saving Account
1009251,14003,1687.81,7,Saving Account
1009251,17487,1687.81,3,Saving Account
1009253,8716,856.4,7,Saving Account
1009253,8716,856.4,7,Saving Account
1009255,5068,0,5,Saving Account
1009257,235,619.09,1,Saving Account
1009257,3063,619.09,7,Saving Account
1009262,5245,1612.87,2,Saving Account
1009262,18447,1612.87,5,Saving Account
1009263,8697,831.42,1,Saving Account
1009263,8697,831.42,1,Saving Account
1009265,20110,2551.29,2,Saving Account
1009266,3132,0,4,Saving Account
1009267,21598,0,1,Saving Account
1009268,7735,1712.8,6,Saving Account
1009269,21537,3125.83,2,Saving Account
1009271,21460,800.19,2,Saving Account
1009271,21460,800.19,2,Saving Account
1009273,16792,1775.25,7,Saving Account
1009273,16792,1775.25,7,Saving Account
1009275,12467,1150.19,4,Saving Account
1009278,12166,2901.01,6,Saving Account
1009285,894,3425.59,2,Saving Account
1009287,4703,1375.56,1,Saving Account
1009288,5389,3200.77,3,Saving Account
1009301,14728,2651.21,7,Saving Account
1009303,1285,1138.25,3,Saving Account
1009303,19653,1138.25,4,Saving Account
1009308,14529,1700.31,2,Saving Account
1009309,8184,3425.59,6,Saving Account
1009310,10373,3575.47,3,Saving Account
1009311,3913,1438.01,1,Saving Account
1009316,15325,2476.35,5,Saving Account
1009319,6944,2401.41,1,Saving Account
1009321,3690,792.14,6,Saving Account
1009325,12106,1812.72,1,Saving Account
1009328,19400,1512.95,2,Saving Account
1009333,8200,0,7,Saving Account
1009334,6944,3225.75,1,Saving Account
1009335,22632,1800.23,1,Saving Account
1009337,1322,2376.43,6,Saving Account
1009339,12333,1712.8,5,Saving Account
1009340,10987,2751.13,4,Saving Account
1009343,12771,1313.11,2,Saving Account
1009347,33,1350.58,4,Saving Account
1009349,3175,2626.23,4,Saving Account
1009353,15293,783.82,6,Saving Account
1009354,4075,3075.87,6,Saving Account
1009355,5891,1263.15,2,Saving Account
1009355,5891,1263.15,2,Saving Account
1009356,18442,1475.48,3,Saving Account
1009356,18442,1475.48,3,Saving Account
