CustID,Birthdate,Title,Branch,CustomerSince,Gender,MaritalStatus
1024551,26JAN1975,,Fil2,01JUN1998,Female,Married
1024553,13DEC1965,,Fil1,01JAN1999,Male,Single
1024554,19JAN1958,,Fil4,01MAY1999,Male,Single
1024555,15JAN1972,,Fil1,01JAN1996,Male,Single
1024556,06FEB1952,,Fil1,01APR2000,Female,Single
1024558,08OCT1962,,Fil2,01AUG2000,Male,Single
1024562,22NOV1951,,Fil2,01APR2003,Female,Married
1024566,08DEC1952,,Fil1,01MAY1995,Male,Married
1024568,15DEC1951,,Fil1,01DEC1999,Female,Single
1024569,20MAY1955,Ing.,Fil4,01SEP1999,Male,Single
1024572,10APR1956,,Fil2,01FEB1992,Male,Single
1024573,24AUG1959,,Fil4,01JUN1999,Male,Married
1024577,02JAN1962,,Fil4,01OCT1905,Male,Single
1024578,26JAN1955,,Fil4,01APR1996,Male,Single
1024579,11FEB1954,Mag.,Fil3,01DEC1999,Male,Married
1024581,19AUG1938,,Fil1,01MAR1995,Female,Married
1024583,24AUG1962,,Fil4,01FEB1999,Female,Single
1024584,25MAY1963,,Fil2,01APR1992,Male,Single
1024588,09FEB1957,Ing.,Fil1,01MAR2000,Male,Married
1024591,16OCT1959,,Fil4,01AUG1999,Female,Single
1024596,29MAY1971,,Fil1,01MAY1999,Female,Married
1024597,26DEC1952,,Fil1,01NOV2000,Male,Married
1024599,16JUN1941,Mag.,Fil1,01OCT1999,Male,Married
1024600,15SEP1935,Ing.,Fil4,01JUN1999,Male,Divorce
1024603,04AUG1949,Mag.,Fil2,01APR1998,Male,Married
1024604,18AUG1952,Ing.,Fil2,01JUN2002,Male,Married
1024605,20SEP1966,,Fil1,01APR1996,Male,Married
1024606,20DEC1962,,Fil4,01JAN1996,Male,Single
1024610,19SEP1963,,Fil2,,Female,Divorce
1024611,26OCT1946,,Fil2,01MAR2003,Male,Single
1024612,,,Fil2,01OCT1997,Female,Married
1024613,27JUN1960,,Fil1,,Male,Married
1024614,18JUL1948,,Fil1,01JUN2000,Male,Married
1024615,05APR1948,,Fil2,01MAY2001,Female,Married
1024617,19MAY1959,,Fil3,01JAN1998,Male,Single
1024618,26FEB1971,,Fil1,01NOV2002,Female,Married
1024620,01DEC1965,,Fil4,01APR2003,Male,Married
1024623,19JUN1964,,Fil1,01JUN1997,Female,Single
1024625,10JAN1955,,Fil1,01DEC1998,Male,Single
1024627,08MAR1945,Mag.,Fil1,01FEB1996,Female,Single
1024628,30JAN1958,,Fil2,01AUG1999,Female,Married
1024630,14JUN1936,Mag.,Fil2,01MAR1988,Male,Married
1024632,26AUG1947,,Fil1,01JUL1995,Male,Single
1024633,17MAY1959,,Fil2,01AUG1999,Female,Single
1024635,10MAY1961,,Fil3,01FEB1998,Male,Single
1024638,30JUN1944,,Fil4,01MAY2001,Male,Single
1024640,21MAY1954,Ing.,Fil4,01APR1999,Male,Married
1024644,,,Fil3,01SEP1996,Female,Married
1024646,14JUN1970,,Fil1,01DEC1996,Female,Married
1024647,01JUN1948,,Fil4,01JAN1990,Female,Single
1024650,10FEB1968,,Fil2,01APR1997,Male,Single
1024651,03MAR1952,,Fil4,01FEB2003,Female,Single
1024654,27DEC1957,,Fil2,01AUG1997,Female,Married
1024655,16SEP1967,,Fil1,01FEB1996,Male,Single
1024656,14MAR1966,,Fil4,01APR1997,Male,Single
1024659,28JUN1941,,Fil2,01OCT1999,Female,Married
1024661,05JUN1950,,Fil2,01APR2000,Male,Married
1024663,28JAN1953,,Fil1,01JUN2003,Male,Married
1024664,01APR1953,,Fil1,01JUL1999,Male,Single
1024665,21JUN1971,,Fil2,01FEB1998,Male,Single
1024666,28APR1965,,Fil1,01DEC1998,Male,Married
1024667,15MAR1971,,Fil1,,Male,Married
1024668,27SEP1952,,Fil2,,Male,Single
1024669,27JUN1965,Mag.,Fil4,01JUN1999,Male,Single
1024671,28JUN1950,,Fil4,01NOV2002,Male,Single
1024674,22JAN1975,Ing.,Fil2,01JAN1996,Male,Single
1024675,18FEB1968,,Fil1,01AUG1992,Male,Married
1024676,05AUG1934,,Fil1,01FEB1999,Male,Single
1024677,04OCT1963,,Fil2,01MAY1997,Male,Married
1024678,27MAR1965,Ing.,Fil4,01JUN2001,Male,Single
1024680,05JUL1954,,Fil3,01JUL1999,Male,Single
1024683,17JUN1948,DI.,Fil2,01JUN2002,Male,Single
1024684,27AUG1938,,Fil2,01NOV2000,Female,Single
1024686,04JUN1960,,Fil1,01APR1995,Male,Single
1024687,11FEB1946,Ing.,Fil4,01JAN2000,Male,Single
1024688,13SEP1961,,Fil1,01MAY1999,Male,Single
1024690,19MAY1966,,Fil3,01APR1996,Male,Single
1024692,01MAR1962,,Fil1,01FEB1999,Female,Divorce
1024693,29AUG1969,,Fil4,01APR1995,Male,Single
1024697,25MAY1953,,Fil4,01MAY2000,Male,Married
1024701,16OCT1958,,Fil1,01AUG1995,Male,Married
1024702,31MAY1969,,Fil2,01MAR1994,Male,Married
1024706,16FEB1952,,Fil3,01JUN2000,Female,Married
1024707,26FEB1958,,Fil2,01DEC2000,Male,Single
1024708,01JAN1962,,Fil2,01JUN1996,Male,Married
1024711,31AUG1976,,Fil4,01AUG1997,Male,Married
1024712,12APR1969,,Fil2,01DEC1995,Female,Single
1024713,25OCT1930,DI.,Fil1,01DEC1996,Male,Single
1024714,06AUG1950,Ing.,Fil3,01MAY2001,Male,Married
1024722,11JUN1961,,Fil1,01DEC1905,Male,Single
1024723,25JUL1965,,Fil1,01NOV1995,Male,Married
1024725,25APR1958,,Fil1,01JUL1995,Male,Single
1024726,18JUL1947,Mag.,Fil2,01JUL1997,Male,Divorce
1024731,10JUN1950,,Fil2,01FEB1995,Female,Single
1024732,23JAN1982,,Fil2,01APR1996,Male,Single
1024736,13NOV1948,,Fil1,01SEP1996,Male,Married
1024737,22FEB1963,,Fil2,01AUG1996,Male,Married
1024738,19APR1950,,Fil1,01APR1999,Male,Single
1024740,05AUG1967,,Fil4,01AUG1997,Male,Single
1024742,05JUL1974,,Fil2,01OCT1996,Male,Single
1024744,12AUG1958,DI.,Fil3,01JUN2000,Male,Single
1024746,09JAN1968,,Fil1,01NOV1999,Female,Single
1024747,22MAY1972,,Fil2,01MAY1996,Female,Married
1024749,03SEP1950,,Fil3,01SEP2000,Male,Married
1024750,09MAY1948,,Fil1,01JUL1999,Male,Married
1024752,28MAY1978,,Fil2,01JUN1977,Male,Single
1024755,08APR1962,,Fil4,01APR1999,Male,Single
1024756,14DEC1958,,Fil1,01JUN1999,Male,Single
1024757,12OCT1963,,Fil4,01JAN2000,Male,Single
1024759,23SEP1977,,Fil1,01JUL1993,Female,Married
1024760,29APR1971,,Fil4,01DEC1996,Female,Divorce
1024761,03MAY1971,,Fil2,01SEP1973,Male,Single
1024762,02JUN1968,,Fil4,01FEB1995,Male,Married
1024763,26OCT1960,DI.,Fil1,01MAR1997,Male,Married
1024764,14SEP1951,,Fil4,01JAN1995,Male,Single
1024766,02JUL1951,,Fil2,01FEB2002,Male,Single
1024767,07SEP1956,,Fil3,01FEB2003,Male,Single
1024768,12OCT1960,DI.,Fil4,01FEB2002,Male,Married
1024773,23JUN1982,,Fil1,01DEC2002,Male,Single
1024774,15NOV1949,,Fil4,01APR1979,Male,Single
1024776,02MAR1954,Mag.,Fil2,01JAN1996,Male,Married
1024777,09MAY1958,,Fil1,01JUL1995,Male,Divorce
1024778,22AUG1968,,Fil2,01APR2001,Male,Divorce
1024779,06DEC1963,,Fil4,01JAN2000,Male,Married
1024781,01JAN1958,,Fil1,01JUL1999,Male,Single
1024784,19JUL1945,Mag.,Fil1,01AUG1996,Female,Single
1024785,28MAR1942,,Fil1,01AUG2002,Male,Single
1024789,22JUN1954,,Fil4,01OCT1996,Female,Single
1024790,12JAN1958,,Fil4,01APR2000,Male,Married
1024791,20APR1959,,Fil4,01DEC2002,Male,Married
1024792,25MAY1952,DI.,Fil1,01JUN1996,Male,Married
1024793,18JAN1954,Mag.,Fil1,01FEB2000,Male,Single
1024796,06JAN1962,DI.,Fil3,01JAN1986,Male,Single
1024798,29OCT1970,,Fil2,01AUG1997,Female,Married
1024800,06OCT1962,,Fil1,01MAR1999,Male,Married
1024802,15JAN1967,,Fil1,01APR1996,Female,Single
1024804,05JAN1953,,Fil2,01FEB2000,Male,Single
1024805,06JUN1967,,Fil4,01JUN2003,Male,Single
1024806,14SEP1949,DI.,Fil2,01JAN1996,Female,Married
1024807,03JAN1957,,Fil4,01JUN1996,Male,Married
1024809,27JAN1978,,Fil4,01APR2000,Male,Single
1024813,03MAY1966,Mag.,Fil2,01MAR2003,Male,Married
1024814,31AUG1958,,Fil2,01NOV1997,Female,Married
1024815,20NOV1978,,Fil1,01MAY2000,Male,Single
1024816,13FEB1979,DI.,Fil2,01OCT2002,Female,Single
1024818,19JUL1955,,Fil1,01OCT1996,Male,Married
1024820,12MAR1964,,Fil4,01DEC1997,Male,Single
1024821,15APR1957,,Fil2,01JUL1994,Male,Divorce
1024822,06APR1950,Mag.,Fil3,01MAY2003,Male,Married
1024826,30DEC1957,,Fil1,01MAR2002,Male,Single
1024827,23JUL1958,,Fil4,01FEB2000,Female,Married
1024830,27JAN1962,,Fil3,01FEB2000,Female,Divorce
1024831,16SEP1952,,Fil1,01MAY1999,Male,Married
1024832,28SEP1964,,Fil2,01JUN1999,Female,Single
1024834,08JUN1969,,Fil4,01AUG1985,Male,Married
1024835,01MAR1951,,Fil2,01OCT2000,Female,Single
1024836,01JAN1941,,Fil1,01JAN1999,Male,Married
1024841,10FEB1953,Mag.,Fil2,01JUL2000,Male,Married
1024842,28FEB1984,,Fil1,01APR1999,Female,Married
1024843,20AUG1972,,Fil2,01MAY1997,Female,Married
1024845,06JUN1948,,Fil2,01APR1998,Female,Single
1024846,03DEC1961,DI.,Fil2,01MAR2000,Female,Married
1024847,20FEB1969,,Fil2,01OCT2003,Male,Single
1024850,25APR1943,,Fil3,01JUN2003,Male,Married
1024853,24DEC1962,,Fil2,01APR1999,Male,Married
1024855,15DEC1959,,Fil2,01NOV1999,Male,Married
1024857,21APR1962,,Fil1,01FEB1999,Male,Single
1024858,24NOV1950,,Fil2,01JUN2000,Male,Married
1024860,15JUL1982,,Fil1,01APR2003,Male,Single
1024864,19MAY1971,,Fil1,01JUN1996,Male,Single
1024867,22NOV1961,,Fil2,01MAY1996,Male,Divorce
1024869,31JAN1960,,Fil2,01NOV2001,Male,Married
1024873,29JUN1956,,Fil4,01OCT2003,Male,Single
1024875,27MAY1949,,Fil2,01NOV1999,Male,Single
1024879,23FEB1936,,Fil4,01JUN1999,Male,Single
1024880,17OCT1973,,Fil4,01APR1999,Male,Married
1024881,15MAY1942,Mag.,Fil1,01APR2003,Male,Married
1024882,29NOV1950,,Fil2,01FEB1990,Male,Married
1024885,04NOV1955,,Fil4,01SEP1993,Male,Married
1024886,24MAY1952,,Fil1,01SEP2002,Male,Married
1024887,08AUG1962,,Fil1,01DEC1996,Male,Married
1024891,17MAY1979,,Fil2,01DEC2000,Male,Married
1024893,24AUG1958,,Fil2,01MAY1996,Male,Single
1024894,09APR1973,,Fil4,01MAY1999,Female,Single
1024896,05MAR1967,,Fil2,01JUN2003,Male,Single
1024897,05DEC1985,,Fil2,01FEB1997,Male,Single
1024898,07JUN1945,,Fil1,01DEC1997,Male,Single
1024900,03SEP1969,,Fil4,01SEP1999,Male,Divorce
1024901,16OCT1965,,Fil1,01DEC1988,Female,Divorce
1024904,07MAY1953,,Fil4,01FEB2001,Female,Married
1024908,24DEC1946,Ing.,Fil2,01MAR1996,Female,Single
1024909,17AUG1965,,Fil1,01SEP2000,Male,Single
1024912,02APR1943,Mag.,Fil3,01OCT2000,Male,Married
1024916,31DEC1963,,Fil2,01MAR2003,Male,Married
1024917,18DEC1977,,Fil2,01SEP1999,Male,Single
1024918,,,Fil4,01AUG2000,Male,Single
1024919,07SEP1954,Ing.,Fil2,01OCT1997,Male,Married
1024920,17MAY1962,,Fil1,01MAR1995,Male,Married
1024921,14APR1961,,Fil3,01FEB1999,Male,Single
1024925,24NOV1959,,Fil3,01JUN1999,Male,Single
1024930,16JUL1974,,Fil4,01SEP1995,Male,Married
1024931,20JUL1956,DI.,Fil3,01FEB1996,Male,Married
1024932,30SEP1962,,Fil2,01NOV2000,Female,Married
1024935,25NOV1956,,Fil1,01APR1996,Male,Married
1024936,28DEC1950,,Fil2,01APR1996,Male,Single
1024937,25JUL1941,,Fil2,01OCT1999,Male,Single
1024938,16DEC1948,,Fil1,01AUG1979,Male,Single
1024939,22JUL1976,,Fil2,01DEC1999,Female,Single
1024941,26AUG1949,Dr.,Fil1,01MAR2003,Male,Single
1024942,27FEB1950,,Fil4,01MAR1996,Male,Single
1024943,16SEP1947,,Fil2,01JUL1997,Female,Married
1024945,03JAN1938,,Fil3,01DEC1999,Male,Married
1024948,24NOV1981,,Fil2,01NOV1999,Male,Married
1024949,04APR1947,,Fil1,01JUL1996,Male,Married
1024955,08DEC1970,,Fil2,01AUG1984,Male,Married
1024956,02AUG1959,,Fil1,01JAN1997,Male,Single
1024958,22AUG1963,Ing.,Fil2,01MAR1995,Female,Single
1024962,25APR1971,Ing.,Fil2,01MAY2000,Female,Single
1024968,13MAY1957,,Fil4,01DEC2000,Male,Single
1024970,18NOV1951,,Fil3,01DEC2000,Male,Divorce
1024971,01OCT1960,,Fil1,01MAR1997,Female,Married
1024974,30SEP1947,,Fil2,01FEB2000,Female,Married
1024976,15AUG1960,,Fil4,01APR1997,Male,Married
1024979,23JUL1960,,Fil3,01JAN1999,Male,Single
1024980,14DEC1971,,Fil2,01MAR1999,Male,Single
1024981,25MAR1930,Mag.,Fil2,01MAY1999,Female,Single
1024983,11APR1959,,Fil1,01FEB1999,Male,Married
1024984,08APR1959,,Fil3,01FEB2000,Male,Single
1024986,09APR1962,,Fil2,01FEB1996,Male,Married
1024989,07NOV1944,,Fil1,01FEB2000,Male,Single
1024990,22FEB1974,,Fil4,01FEB1996,Female,Married
1024992,26NOV1963,,Fil1,01AUG2001,Male,Single
1024993,19DEC1959,,Fil2,01SEP2000,Female,Single
1024996,10JUN1954,Dr.,Fil3,01MAR1999,Male,Single
1024997,06FEB1963,,Fil1,01FEB1999,Male,Married
1025000,28SEP1971,,Fil3,01MAR1999,Male,Single
1025003,28SEP1950,,Fil1,01OCT1993,Male,Single
1025004,22MAR1967,,Fil1,01DEC1999,Female,Married
1025005,31MAY1950,,Fil3,01AUG2003,Female,Single
1025006,12DEC1961,,Fil2,01FEB1985,Male,Divorce
1025007,12APR1934,DI.,Fil1,01APR2002,Male,Divorce
1025008,06SEP1968,,Fil2,01APR2000,Male,Married
1025011,03FEB1973,,Fil4,01NOV1996,Male,Single
1025012,12JUL1954,Dr.,Fil2,01MAY1999,Male,Married
1025014,01OCT1957,,Fil1,01JAN1996,Male,Married
1025015,06MAY1952,Ing.,Fil4,01JUL2002,Female,Single
1025018,03SEP1945,,Fil3,01DEC2003,Male,Married
1025019,01JUL1960,,Fil1,01MAR2000,Female,Married
1025020,12MAR1956,,Fil2,01AUG1999,Male,Married
1025025,08SEP1946,,Fil4,01APR1999,Female,Single
1025026,18MAR1940,Ing.,Fil2,01MAR2000,Male,Married
1025027,11JAN1965,,Fil2,01NOV1995,Male,Single
1025028,19OCT1965,,Fil2,01FEB2003,Male,Single
1025031,11APR1964,,Fil1,01JAN1997,Female,Married
1025033,30AUG1949,,Fil1,01AUG1998,Male,Single
1025034,15JAN1956,,Fil4,01APR1987,Male,Single
1025036,20JUL1955,,Fil4,01OCT1998,Male,Single
1025037,20JAN1963,,Fil2,01APR1999,Male,Single
1025038,30APR1959,,Fil1,01JAN1999,Female,Single
1025040,25JUL1952,,Fil2,01APR2003,Male,Married
1025041,25MAR1961,,Fil2,01JUL1999,Male,Divorce
1025045,06AUG1948,DI.,Fil4,,Male,Single
1025048,11DEC1975,,Fil4,01NOV2000,Female,Single
1025049,28MAR1948,,Fil1,01OCT2001,Female,Single
1025050,10AUG1983,,Fil2,01DEC1999,Male,Single
1025056,10JAN1954,,Fil2,01APR1997,Female,Single
1025057,29MAY1929,,Fil2,01MAY1995,Male,Single
1025058,02APR1966,Mag.,Fil2,01FEB1999,Female,Married
1025059,22OCT1961,,Fil1,01DEC1995,Male,Married
1025061,11JUN1957,Mag.,Fil2,01OCT1993,Female,Single
1025066,16NOV1950,,Fil2,01SEP2000,Male,Single
1025070,29DEC1939,Mag.,Fil1,01NOV1995,Male,Married
1025071,,,Fil1,01MAY1995,Male,Married
1025073,17OCT1954,Ing.,Fil1,01OCT2003,Female,Married
1025074,26AUG1953,,Fil4,01SEP2000,Male,Married
1025077,27FEB1966,Ing.,Fil2,01NOV1999,Female,Married
1025078,18NOV1952,,Fil1,01NOV1997,Male,Single
1025081,14APR1959,,Fil1,,Female,Married
1025082,26JAN1962,,Fil4,01JUL1996,Male,Single
1025087,25OCT1959,,Fil4,01JUL1979,Male,Married
1025089,20JUN1957,,Fil4,01NOV1999,Female,Single
1025090,11MAY1950,,Fil3,01AUG1989,Male,Married
1025091,25APR1956,Mag.,Fil2,01DEC2002,Female,Divorce
1025092,23AUG1980,Mag.,Fil4,01MAR1990,Male,Divorce
1025093,27OCT1941,Ing.,Fil1,01JUL2003,Female,Married
1025094,22NOV1962,,Fil4,01JUN2000,Male,Single
1025095,11APR1952,,Fil2,01APR2003,Male,Married
1025098,03DEC1958,Mag.,Fil1,01JUN1988,Female,Married
1025099,21MAY1955,DI.,Fil1,01JUN1992,Male,Single
1025101,05NOV1959,,Fil4,01MAR1997,Female,Single
1025102,21AUG1947,,Fil2,01JUN1997,Male,Single
1025104,29MAR1956,,Fil2,01APR1999,Female,Married
1025105,07JUL1944,,Fil2,01DEC1995,Male,Single
1025106,13APR1960,,Fil4,01DEC2001,Male,Married
1025108,07OCT1972,,Fil3,01JAN1996,Male,Married
1025110,26FEB1961,,Fil2,01FEB2003,Female,Married
1025112,01JUL1973,,Fil2,01JUL1996,Female,Married
1025113,01AUG1972,DI.,Fil4,01JUN2002,Male,Married
1025117,30NOV1981,,Fil1,01JAN1999,Male,Married
1025118,22MAR1938,,Fil4,01JUN1976,Male,Married
1025119,30AUG1985,,Fil3,01DEC1996,Male,Divorce
1025120,11MAY1967,,Fil4,01APR1995,Male,Single
1025121,18APR1968,Mag.,Fil2,01JAN1999,Male,Married
1025122,06SEP1963,,Fil2,01FEB1992,Male,Single
1025123,03JUL1954,,Fil4,01JAN1991,Male,Married
1025125,02DEC1964,,Fil2,01OCT1998,Female,Married
1025129,19MAY1970,,Fil4,01APR1995,Male,Married
1025132,18JAN1959,,Fil2,01AUG2003,Male,Single
1025133,20AUG1954,Ing.,Fil3,01JUL1999,Male,Single
1025134,21DEC1966,,Fil1,01MAY2003,Male,Single
1025135,13JUN1965,,Fil2,01JUL1996,Male,Divorce
1025137,03OCT1941,,Fil2,01SEP1995,Female,Married
1025138,15APR1953,Mag.,Fil1,01JUN1993,Male,Married
1025139,30MAR1958,Ing.,Fil1,01AUG2001,Male,Single
1025140,27AUG1966,,Fil1,01FEB1999,Male,Single
1025141,07APR1978,,Fil2,01MAY1999,Female,Single
1025148,17MAY1930,,Fil1,01MAY1999,Female,Divorce
1025153,30JAN1964,,Fil2,01NOV2000,Male,Married
1025154,18NOV1961,,Fil2,01DEC2003,Female,Single
1025155,08OCT1965,,Fil1,01AUG2000,Male,Single
1025156,22NOV1952,Ing.,Fil2,01MAR1985,Male,Single
1025157,02JUN1956,,Fil2,01FEB2000,Male,Married
1025158,21DEC1966,,Fil1,01JAN1999,Male,Single
1025159,06JUL1963,,Fil1,01AUG1999,Male,Single
1025160,09AUG1979,,Fil2,01MAY2003,Female,Married
1025163,02APR1969,,Fil1,01DEC1996,Female,Married
1025164,06JUN1968,,Fil2,01AUG1996,Male,Single
1025166,06JUL1930,,Fil1,01MAY1996,Female,Single
1025167,03AUG1950,Ing.,Fil1,01FEB1999,Female,Married
1025168,12SEP1941,,Fil1,01NOV2000,Male,Single
1025169,02APR1953,,Fil2,01JUL1992,Male,Married
1025170,20DEC1971,,Fil4,01APR1994,Male,Married
1025172,17AUG1958,,Fil2,01SEP1996,Male,Married
1025173,25JAN1950,,Fil1,01MAY1999,Male,Married
1025179,27MAY1957,,Fil1,01NOV2000,Male,Single
1025180,02FEB1957,,Fil4,01DEC1995,Male,Divorce
1025183,31JAN1962,,Fil4,01AUG2000,Female,Single
1025185,14DEC1935,,Fil4,01AUG1987,Female,Divorce
1025186,23MAY1961,,Fil4,01OCT2001,Male,Married
1025190,26OCT1982,,Fil1,01DEC2000,Male,Single
1025191,29JUN1954,,Fil4,01MAR2002,Female,Married
1025192,12OCT1946,,Fil3,01JAN1996,Male,Married
1025193,16AUG1960,,Fil2,01FEB1995,Female,Single
1025195,02FEB1960,,Fil1,01DEC1999,Male,Married
1025196,18FEB1955,,Fil2,01JUL1998,Male,Single
1025197,26JUL1952,Ing.,Fil2,01JUL1996,Female,Single
1025198,07MAR1952,,Fil2,01APR2003,Male,Married
1025200,28NOV1976,,Fil2,01MAR1999,Female,Divorce
1025202,28FEB1954,,Fil1,01MAR2002,Female,Married
1025203,26SEP1961,,Fil1,01DEC1999,Male,Single
1025204,20APR1959,,Fil2,01JUL1999,Male,Divorce
1025205,15NOV1950,,Fil4,01APR2000,Male,Single
1025208,02OCT1962,,Fil1,01AUG2000,Male,Divorce
1025210,05APR1967,Ing.,Fil4,01JUN1995,Male,Married
1025218,05MAR1951,,Fil1,01JUN1997,Male,Single
1025220,01SEP1943,DI.,Fil3,01MAR1996,Male,Single
1025221,27SEP1967,,Fil4,01JUN2001,Male,Divorce
1025222,17MAR1967,,Fil1,01JAN2002,Male,Single
1025224,20SEP1949,Mag.,Fil4,01APR1996,Male,Single
1025225,07SEP1971,,Fil4,01DEC1995,Female,Married
1025226,07FEB1954,Ing.,Fil2,01NOV1999,Male,Divorce
1025230,09MAR1972,,Fil1,01APR1996,Female,Married
1025231,05JAN1950,,Fil4,01APR1995,Female,Single
1025232,14APR1979,,Fil4,01NOV1995,Male,Single
1025235,11SEP1965,,Fil4,01JUL1973,Male,Married
1025237,,,Fil4,01AUG1993,Male,Married
1025238,19SEP1930,,Fil2,01JAN1997,Male,Single
1025239,01AUG1966,,Fil1,01FEB2000,Male,Single
1025241,18MAR1979,,Fil4,01NOV1996,Male,Married
1025243,14AUG1969,,Fil2,01MAR1996,Female,Married
1025245,05NOV1958,,Fil2,01APR1997,Male,Married
1025247,23JUN1953,,Fil2,01JAN1994,Male,Married
1025251,27APR1968,,Fil4,01JUN1995,Male,Single
1025252,04JUL1982,,Fil1,01SEP2001,Male,Single
1025254,01JAN1958,,Fil4,01APR1999,Female,Married
1025255,15AUG1946,,Fil1,01NOV1996,Male,Married
1025257,31MAY1961,,Fil2,01JUN1996,Female,Single
1025258,14JUL1954,,Fil2,01MAY2002,Male,Single
1025259,16MAY1960,,Fil1,01JUL2001,Female,Married
1025262,21APR1941,DI.,Fil1,01AUG1999,Male,Single
1025263,04DEC1972,,Fil2,01JUN2000,Female,Married
1025266,06APR1951,DI.,Fil1,01DEC1993,Male,Single
1025268,16JUN1951,,Fil1,01FEB1999,Male,Single
1025273,01JAN1953,,Fil1,01AUG2002,Male,Married
1025278,01NOV1961,,Fil1,01APR1999,Female,Married
1025279,01NOV1960,,Fil2,01NOV1997,Male,Single
1025280,29MAR1969,DI.,Fil2,01JUN2001,Male,Married
1025282,21OCT1943,Mag.,Fil4,01MAY1995,Female,Single
1025284,10SEP1961,Ing.,Fil2,01SEP1988,Male,Married
1025286,14FEB1951,,Fil2,01APR1999,Male,Married
1025288,20OCT1949,,Fil2,01JUN1996,Male,Single
1025289,27JUN1954,,Fil1,01MAY1999,Female,Married
1025290,28NOV1951,Ing.,Fil1,01FEB2003,Male,Single
1025293,15APR1956,,Fil2,01FEB1994,Male,Married
1025294,15JUN1952,,Fil1,01FEB1996,Male,Married
1025295,18NOV1954,,Fil2,01DEC1999,Male,Single
1025296,10DEC1953,,Fil1,01SEP1996,Male,Divorce
1025298,26OCT1960,Mag.,Fil1,01DEC1993,Male,Single
1025299,30OCT1955,Dr.,Fil1,01FEB1999,Female,Single
1025301,22APR1949,,Fil4,01SEP1998,Male,Single
1025302,26OCT1974,,Fil4,01JUL1995,Male,Divorce
1025304,18NOV1962,,Fil2,01NOV1999,Male,Married
1025306,13APR1955,,Fil4,01NOV1995,Male,Single
1025308,17MAY1964,,Fil1,01SEP1996,Male,Single
1025309,07AUG1957,,Fil2,01DEC2002,Female,Single
1025310,05NOV1959,,Fil2,01JUL1996,Female,Married
1025313,10JAN1964,,Fil1,01MAY1999,Male,Single
1025315,06SEP1945,,Fil2,01MAR1999,Male,Single
1025317,18JUN1963,Mag.,Fil2,01MAR2002,Female,Married
1025318,18OCT1959,,Fil4,01JUL1996,Male,Single
1025319,02AUG1928,,Fil2,01MAY1999,Female,Married
1025320,09NOV1950,,Fil2,01AUG1993,Male,Married
1025323,04JUN1963,Ing.,Fil2,01JUN1998,Female,Married
1025327,02DEC1957,,Fil4,01AUG1999,Male,Single
1025329,01MAY1945,,Fil3,01MAR1999,Female,Single
1025335,07MAR1966,Mag.,Fil1,01MAY2003,Male,Married
1025336,20APR1961,,Fil3,01APR1996,Male,Single
1025339,01JAN1960,,Fil1,01SEP1999,Male,Single
1025340,07FEB1956,,Fil2,01APR2001,Male,Single
1025341,28FEB1961,,Fil1,01MAR2000,Male,Divorce
1025345,06NOV1964,,Fil4,01SEP1996,Male,Single
1025347,01DEC1949,,Fil2,01OCT2003,Female,Married
1025349,09SEP1966,,Fil2,01JUL1998,Female,Single
1025352,09AUG1966,,Fil1,01MAR2003,Male,Married
1025355,04MAR1966,,Fil2,01AUG2000,Male,Single
1025357,24AUG1958,,Fil2,01JAN2002,Female,Married
1025358,19MAY1953,Mag.,Fil1,01FEB2000,Male,Married
1025359,12MAY1963,Ing.,Fil2,01JUN2001,Male,Married
1025360,19JAN1968,,Fil2,01JUN2000,Male,Married
1025363,16MAR1955,,Fil1,01JUN2003,Male,Married
1025364,21NOV1955,,Fil1,01OCT1995,Male,Single
1025365,05OCT1955,,Fil4,01MAY2003,Female,Single
1025366,28OCT1973,,Fil1,01NOV1995,Male,Single
1025369,01SEP1955,,Fil1,01NOV2000,Male,Married
1025370,27FEB1958,,Fil2,01NOV1999,Male,Married
1025372,21FEB1930,Mag.,Fil2,01JUN1998,Female,Married
1025374,11JAN1949,,Fil1,01JUL1997,Female,Single
1025376,12JUN1972,,Fil4,01FEB1997,Female,Married
1025377,31MAY1937,,Fil3,01APR2000,Male,Married
1025378,11JUL1955,Mag.,Fil2,01NOV1994,Male,Single
1025379,20FEB1952,,Fil4,01AUG1996,Female,Married
1025382,28JUN1948,,Fil1,01APR1995,Male,Single
1025384,15SEP1962,,Fil1,01DEC1999,Male,Single
1025385,25JUL1944,,Fil1,01SEP2002,Male,Married
1025386,07AUG1966,,Fil1,01MAR1998,Male,Married
1025387,28FEB1965,,Fil2,01SEP1996,Female,Married
1025388,17JUL1952,Ing.,Fil1,01MAR1999,Female,Married
1025389,04MAR1948,,Fil2,01AUG1999,Male,Married
1025390,18SEP1959,,Fil2,01FEB1999,Male,Married
1025391,10JAN1952,,Fil4,01APR2003,Male,Divorce
1025393,14NOV1963,,Fil4,01MAY1999,Male,Married
1025396,21JUN1977,Ing.,Fil3,01SEP2001,Male,Single
1025397,22MAY1962,,Fil2,01MAR2002,Female,Married
1025398,20MAY1954,DI.,Fil2,01SEP2001,Male,Married
1025399,30JAN1961,,Fil2,01JUN1999,Male,Married
1025400,10APR1951,Dr.,Fil3,01OCT1999,Male,Single
1025402,11OCT1965,,Fil3,01FEB1999,Male,Single
